,IRUC,L,K,T,VP,year
921,00000110127,0.0,3907541.0,1876923.0,13693559.0,2016
922,00000110589,0.0,41150.0,15727.0,17844394.0,2016
923,00000110718,887.0,0.0,721754.0,118726399.0,2016
924,00000110724,0.0,0.0,2606952.0,16175560.0,2016
925,00000110733,108.0,0.0,1062618.0,25869012.0,2016
926,00000110779,16.0,0.0,1710237.0,26040805.0,2016
927,00000110780,0.0,0.0,560782.0,22029879.0,2016
928,00000110818,0.0,0.0,3177922.0,22502760.0,2016
929,00000111042,0.0,0.0,358149.0,10126237.0,2016
930,00000112630,0.0,0.0,266231.0,15305773.0,2016
931,00000112709,0.0,0.0,2960439.0,11660777.0,2016
932,00000119435,0.0,0.0,217113.0,6538616.0,2016
933,00000119537,0.0,0.0,1299325.0,24171834.0,2016
934,00000119707,0.0,59014.0,568574.0,8829465.0,2016
935,00000119711,0.0,0.0,832727.0,7504217.0,2016
936,00000120326,7.0,0.0,-3368696.0,25049076.0,2016
937,00000120343,0.0,155633.0,1045865.0,9877228.0,2016
938,00000120438,0.0,0.0,18665.0,7822212.0,2016
939,00000120477,0.0,0.0,-1150830.0,22412732.0,2016
940,00000120506,0.0,0.0,858494.0,35445543.0,2016
941,00000120510,0.0,0.0,949578.0,72600855.0,2016
942,00000120566,0.0,0.0,215412.0,16750391.0,2016
943,00000120611,0.0,0.0,69035.0,7639259.0,2016
944,00000120715,597.0,0.0,6333877.0,96605581.0,2016
945,00000120735,0.0,0.0,-371818.0,7663984.0,2016
946,00000120743,0.0,0.0,507920.0,12570010.0,2016
947,00000120863,0.0,0.0,-436821.0,6637853.0,2016
948,00000120909,0.0,0.0,473950.0,16008019.0,2016
949,00000121209,0.0,0.0,934229.0,9740041.0,2016
950,00000121297,0.0,0.0,-991133.0,11692331.0,2016
951,00000121395,0.0,0.0,647802.0,8695775.0,2016
952,00000121411,7.0,0.0,-2596420.0,19460263.0,2016
953,00000121413,0.0,282971.0,1666306.0,10125490.0,2016
954,00000121578,0.0,0.0,69659.0,86217951.0,2016
955,00000121716,0.0,83456.0,-110652.0,13040754.0,2016
956,00000121775,5.0,0.0,280131.0,1364301.0,2016
957,00000121918,11.0,0.0,287339.0,10976098.0,2016
958,00000121935,0.0,0.0,22926.0,9334356.0,2016
959,00000121955,0.0,0.0,962375.0,5199964.0,2016
960,00000121956,0.0,0.0,4238918.0,32108857.0,2016
961,00000121963,0.0,0.0,258964.0,3829643.0,2016
962,00000122114,525.0,203027.0,-10153684.0,49372246.0,2016
963,00000122125,0.0,0.0,59734.0,5956835.0,2016
964,00000122138,0.0,0.0,636738.0,15384580.0,2016
965,00000122310,51.0,0.0,872849.0,5625397.0,2016
966,00000122396,0.0,0.0,1978636.0,24177456.0,2016
967,00000122451,0.0,95159.0,332851.0,8224405.0,2016
968,00000122505,0.0,0.0,4214572.0,235880647.0,2016
969,00000122510,0.0,0.0,8403344.0,153990991.0,2016
970,00000122538,0.0,0.0,810156.0,4235028.0,2016
971,00000122611,200.0,643220.0,2136991.0,23563422.0,2016
